revista_id,revista,issn_canonico
REV-0872,KULTUR-REVISTA INTERDISCIPLINARIA SOBRE LA CULTURA DE LA CIUTAT,23865458
REV-0873,SPORTIS SCIENTIFIC TECHNICAL JOURNAL OF SCHOOL SPORT PHYSICAL EDUCATION AND PSYCHOMOTRICITY,23868333
REV-0874,Revista Euroamericana de Antropología,23871555
REV-0875,Journal of Cancer Metastasis and Treatment,23944722; 24542857
REV-0876,Política Globalidad y Ciudadanía,23958448
REV-0877,Revista interdisciplinaria de estudios de género de El Colegio de México,23959185
REV-0878,International Journal of Care and Caring,23978821; 2397883X
REV-0879,Communications Biology,23993642
REV-0880,New Perspectives in Science Education - International Conference,24209732
REV-0881,Nefrología Latinoamericana,24449032
REV-0882,"Revista Educación, Política y Sociedad",24454109
REV-0883,Latin-American Journal of Discourse Studies,24479543
REV-0884,Revista Electrónica de Investigación en Docencia Universitaria,24524875
REV-0885,Revista Saberes Educativos,24525014
REV-0886,Praxis Arqueológica,24525081
REV-0887,Revista de Antropología Visual,24525189
REV-0888,Revista Realidad Educativa,24526134
REV-0889,International Journal of Educational Methodology,24699632
REV-0890,International Journal of Public and Private Perspectives on Healthcare Culture and the Environment,24711047; 24711055
REV-0891,Revista Investigación Cualitativa,24734985
REV-0892,Current Developments in Nutrition,24752991
REV-0893,Sensibilités,24969087; 27791920
REV-0894,FRONTIERS IN EDUCATION,2504284X
REV-0895,Kera Yvoty: reflexiones sobre la cuestión social,25197797; 27889572
REV-0896,Community Psychology,25237241; 2523725X
REV-0897,Revista Brasileira de Pesquisa (Auto)Biográfica,2525426X
REV-0898,CADERNOS BRASILEIROS DE TERAPIA OCUPACIONAL-BRAZILIAN JOURNAL OF OCCUPATIONAL THERAPY,25268910
REV-0899,Sociedad e Infancias,25310720
REV-0900,"Ciencia Nueva, Revista de Historia y Politica",25392662
REV-0901,"Evolution, Mind and Behaviour",25600982
REV-0902,Revue d’études autochtones,25644947; 25644955
REV-0903,TAPUYA-LATIN AMERICAN SCIENCE TECHNOLOGY AND SOCIETY,25729861
REV-0904,Migration and Society,25741306; 25741314
REV-0905,ISCIENCE,25890042
REV-0906,ECLINICALMEDICINE,25895370
REV-0907,One Earth,25903322
REV-0908,Encartes,25942999
REV-0909,MOTRICIDADES Revista da Sociedade de Pesquisa Qualitativa em Motricidade Humana,25946463
REV-0910,Revista EDUCA UMCH,26170337; 26178087
REV-0911,DISCURSOS DEL SUR,26172283; 26172291
REV-0912,Revista Estudios Psicosociales Latinoamericanos,26196077
REV-0913,Frontiers in Climate,26249553
REV-0914,FRONTIERS IN SUSTAINABLE CITIES,26249634
REV-0915,Ecosystems and People,26395908; 26395916
REV-0916,Revista de Ciencias Sociales Ambos Mundos,26594439
REV-0917,Disjuntiva. Crítica de les Ciències Socials,26597071
REV-0918,International Journal of Arts Humanities and Social Studies,26648652; 26648660
REV-0919,Forensic Science International Reports,26659107
REV-0920,Quaternary Science Advances,26660334
REV-0921,FRONTIERS IN REPRODUCTIVE HEALTH,26733153
REV-0922,Revista Estado da Arte,26754576
REV-0923,EntreAções diálogos em extensão,26755335
REV-0924,Punto sur,26837404
REV-0925,AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,26927691
REV-0926,Márgenes Revista de Educación de la Universidad de Málaga,26952769
REV-0927,Curriculum Studies Worldwide,27316386; 27316394
REV-0928,Propuestas Críticas en Trabajo Social-Critical Proposals in Social Work,27356620
REV-0929,Praxis Psy,27356957
REV-0930,PLOS Global Public Health,27673375
REV-0931,DRUG AND ALCOHOL DEPENDENCE REPORTS,27727246
REV-0932,LATAM Revista Latinoamericana de Ciencias Sociales y Humanidades,27893855
REV-0933,Tramas y Redes,27969096
REV-0934,RIPPC,28060075
REV-0935,Iberoamerican Journal of Psychology and Public Policy,28106598
REV-0936,Eco Cities,28109813
REV-0937,Child Protection and Practice,29501938
REV-0938,Spirat,29612349
REV-0939,Alzheimer s & Dementia Behavior & Socioeconomics of Aging,29973805
REV-0940,Suds,30012139; 3001591X
REV-0941,npj Dementia,30051940
REV-0942,Seminars in Medical Writing and Education,30088127
REV-0943,Health Leadership and Quality of Life,30088488
REV-0944,Towards a Comparative Analysis of Social Inequalities between Europe and Latin America,3030484415; 3030484422
REV-0945,"Global Encyclopedia of Public Administration, Public Policy, and Governance",303066251; 303066252
REV-0946,Validity of Educational Assessments in Chile and Latin America,303078390
REV-0947,"Exploring Ibero-American Youth Cultures in the 21st Century: Creativity, Resistance and Transgression in the City",303083540; 303083541
REV-0948,Handbook of Latin American Health Psychology: Evidence and Practices,303184432; 303184433
REV-0949,Trends in Latin American Psychology: Research Published in Universitas Psychologica,303187553; 303187554
REV-0950,Qualitative Research in Clinical Psychology and Psychotherapy in Latin America: Creativity for Studying Complex Objects in Context,303190781; 303190782
REV-0951,PAPELES DE IDENTIDAD-CONTAR LA INVESTIGACION DE FRONTERA,30455650
REV-0952,"Archaeological Human Remains: Legacies of Imperialism, Communism and Colonialism",3319899848
REV-0953,"The Routledge Companion to Indigenous Repatriation: Return, Reconcile, Renew",38303584
REV-0954,The Architecture of Desistance,38617322
REV-0955,Power and Popular Protest: Latin American Social Movements: Updated and Expanded Edition,52022705
REV-0956,Government Formation and Minister Turnover in Presidential Cabinets: Comparative Analysis in the Americas,66491978
REV-0957,"Augmented Exploitation: Artificial Intelligence, Automation and Work",74534350; 74534353
REV-0958,TECHTRENDS,87563894
REV-0959,Interrogating the Relations between Migration and Education in the South: Migrating Americas,9781000504
REV-0960,Revolutionary Social Work: Promoting Systemic Changes,9781003194
REV-0961,Companion to Urban and Regional Studies,9781119316
REV-0962,Gender's Place: Feminist Anthropologies of Latin America,978113712
REV-0963,Curriculum Studies as an International Conversation: Educational Traditions and Cosmopolitanism in Latin America,9781351254
REV-0964,Civil Society Organizations in Latin American Education: Case Studies and Perspectives on Advocacy,9781351599
REV-0965,Archaeologies of Rock Art: South American Perspectives,9781351869
REV-0966,The Institutionalisation of Evaluation in the Americas,9783030811
REV-0967,The Coronavirus Crisis and Challenges to Social Development: Global Perspectives,9783030846
REV-0968,The Palgrave Handbook of Global Rehabilitation in Criminal Justice,978303114
REVNOM-0001,Americanae (AECID Library),NA
REVNOM-0002,Andean Ontologies,NA
REVNOM-0003,Andean States and the Resource Curse,NA
REVNOM-0004,"Contestations of Citizenship, Education, and Democracy in an Era of Global Change",NA
REVNOM-0005,Desapariciones,NA
REVNOM-0006,Dialnet (Universidad de la Rioja),NA
REVNOM-0007,DOAJ (DOAJ: Directory of Open Access Journals),NA
REVNOM-0008,Ecosocial Work and Sustainability Transitions,NA
REVNOM-0009,"El oasis de Quillagua, la frontera interior: tres siglos de arqueología (Desierto de Atacama, norte de Chile)",NA
REVNOM-0010,Encyclopedia of Animal Cognition and Behavior,NA
REVNOM-0011,Encyclopedia of Domestic Violence,NA
REVNOM-0012,Encyclopedia of Global Archaeology,NA
REVNOM-0013,Encyclopedia of Sexual Psychology and Behavior,NA
REVNOM-0014,Foodways of the Ancient Andes,NA
REVNOM-0015,HAL (Le Centre pour la Communication Scientifique Directe),NA
REVNOM-0016,"Handbook on Climate Change Vulnerability, Environments and Communities",NA
REVNOM-0017,Handbook on Social Protection and Social Development in the Global South,NA
REVNOM-0018,Influences of the IEA Civic and Citizenship Education Studies,NA
REVNOM-0019,L’attention médicamentée,NA
REVNOM-0020,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),NA
REVNOM-0021,Learning and Using Languages in Ethnographic Research,NA
REVNOM-0022,Open Collections,NA
REVNOM-0023,Portal de Libros,NA
REVNOM-0024,Problemáticas sociales frente al contexto de la COVID-19 ¿sin punto final?,NA
REVNOM-0025,Psychosocial Perspectives on Community Responses to Covid-19,NA
REVNOM-0026,Psykhe (Santiago),NA
REVNOM-0027,Repositorio Institucional de la Universidad de Alicante (Universidad de Alicante),NA
REVNOM-0028,Research Handbook on Urban Sociology,NA
REVNOM-0029,Rethinking the Inka,NA
REVNOM-0030,Revista  de  Ciencias  Sociales,NA
REVNOM-0031,Revista de Trabajo Social,NA
REVNOM-0032,Revista Mexicana de Sociologí­a,NA
REVNOM-0033,Schlüsselwerke der Stadtforschung,NA
REVNOM-0034,Social Work and the COVID-19 Pandemic,NA
REVNOM-0035,Social Work’s Histories of Complicity and Resistance,NA
REVNOM-0036,Street-Level Bureaucracy in Weak State Institutions,NA
REVNOM-0037,Student Movements in Late Neoliberalism,NA
REVNOM-0038,The Digital Archeological Record (tDAR),NA
REVNOM-0039,The Routledge Handbook of Housing and Welfare,NA
REVNOM-0040,The Routledge Handbook of Social Work and Migration,NA
REVNOM-0041,The Wiley-Blackwell Encyclopedia of Social and Political Movements,NA
REVNOM-0042,Towards a Comparative Analysis of Social Inequalities between Europe and Latin America,NA
REVNOM-0043,UNC Libraries,NA
REVNOM-0044,Universidad de Chile,NA
REVNOM-0045,Validity of Educational Assessments in Chile and Latin America,NA
REVNOM-0046,Vitae (Universidad de Antioquia),NA
REVNOM-0047,Zenodo (CERN European Organization for Nuclear Research),NA
