folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
14813;"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A: Matemáticas";Springer;1;1;5370;España;1579-1505;1578-7303;1578-7303;Matemáticas
22912;"Revista de la Red de Intercátedras de Historia de América Latina Contemporánea";"Universidad Nacional de Córdoba; Facultad de Filosofía; Escuela de Historia; Historia de América";1;1;9529;Argentina;2250-7264;2250-7264;;Historia
26406;"Revista de la Sociedad Argentina de Diabetes.";"Sociedad Argentina de Diabetes/Sello Editorial Lugones";1;1;11051;Argentina;2346-9420;0325-5247;;"Endocrinología y nutriología"
28947;"Revista de la Sociedad Argentina de Endocrinología Ginecológica y Reproductiva";"Sociedad Argentina de Endocrinología Ginecológica y Reproductiva";1;1;11525;Argentina;2469-0252;1515-8845;;"Endocrinología y nutriología, Ginecologia y obstetricia"
19716;"Revista de la Sociedad Científica del Paraguay";"Sociedad Científica del Paraguay";1;1;7540;Paraguay;2617-4731;0379-9123;0379-9123;"Física, Multidisciplinarias, Energía, Ciencia y Tecnología"
14850;"Revista de la Sociedad Entomológica Argentina";"Sociedad Entomológica Argentina";1;1;5379;Argentina;1851-7471;0373-5680;0373-5680;"Biología, Zoología"
14856;"Revista de la Sociedad Geológica de España";"Sociedad Geológica de España";1;1;5383;España;2255-1379;0214-2708;0214-2708;Geología
14866;"Revista de la Sociedad Peruana de Medicina Interna";"Sociedad Peruana de Medicina Interna";1;1;5387;Perú;1609-7173;1019-309X;1681-9721;Medicina
14868;"Revista de la Sociedad Química del Perú";"Sociedad Química del Perú";1;1;5389;Perú;2309-8740;1810-634X;1810-634X;Química
14911;"Revista de las Cortes Generales";"Congreso de los Diputados. Secretaría General. Departamento de Publicaciones";1;1;5405;España;2659-9678;0213-0130;0213-0130;"Derecho y jurisprudencia"
28040;"Revista de lengua y literatura";"Universidad Nacional del Comahue, Facultad de Humanidades, Departamento de Letras";1;1;11288;Argentina;2408-4646;0327-1951;;Literatura
14917;"Revista de Lenguas Modernas";"Universidad de Costa Rica";1;1;5406;"Costa Rica";2215-5643;1659-1933;1659-1933;"Lingüística, Filología"
14918;"Revista de lenguas para fines específicos";"Universidad de Las Palmas de Gran Canaria, Servicio de Publicaciones";1;1;5407;España;2340-8561;1133-1127;1133-1127;Lingüística
14919;"Revista de lenguas y literaturas catalana, gallega y vasca";"Universidad Nacional de Educación a Distancia";1;1;5408;España;2340-0285;1130-8508;1130-8508;"Literatura, Filología"
14927;"Revista de lingüística y lenguas aplicadas";"Universitat Politècnica de València";1;1;5412;España;1886-6298;1886-2438;1886-2438;Lingüística
14928;"Revista de literatura";"Editorial CSIC";1;1;5413;España;1988-4192;0034-849X;0034-849X;Literatura
14932;"Revista de literatura medieval";"Universidad de Alcalá de Henares, Departamento de Filología";1;1;5415;España;2660-4574;1130-3611;1130-3611;Literatura
27667;"Revista de literaturas modernas.";"Instituto de Literaturas Modernas, Facultad de Filosofía y Letras, Universidad Nacional de Cuyo";1;1;11391;Argentina;2683-8389;0556-6134;;"Arte, Cine, Cultura, Literatura, Teatro, Poesía"
19718;"Revista de llengua i dret";"Escola dAdministració Publica de Catalunya";1;1;7542;España;2013-1453;0212-5056;;"Derecho y jurisprudencia, Lingüística"
25307;"Revista de marina";"Armada de Chile";1;1;10509;Chile;0719-4129;0034-8511;0034-8511;"Defensa y seguridad"
24705;"Revista de marketing y publicidad";"Editorial Centro de Estudios Financieros";1;1;10285;España;2792-405X;2659-3904;2659-3904;"Ciencias de la comunicación"
14948;"Revista de Matemáticas: Teoría y Aplicaciones";"Universidad de Costa Rica";1;1;5422;"Costa Rica";2215-3373;1409-2433;1409-2433;Matemáticas
23772;"Revista de Medicina e investigación Universidad Autónoma del Estado de México";"Universidad Autónoma del Estado de México, Facultad de Medicina";1;1;9986;México;2594-0600;2594-0600;;"Medicina, Salud pública"
19719;"Revista de Medicina Veterinaria";"Sociedad de Medicina Veterinaria";1;1;7543;Argentina;1852-771X;0325-6391;;Veterinaria
26332;"Revista de medicina y cine";"Ediciones Universidad de Salamanca";1;1;10841;España;1885-5210;1885-5210;;"Ciencias de la comunicación, Cine, Medicina"
14966;"Revista de metalurgia";"Consejo Superior de Investigaciones Científicas, Centro Nacional de Investigaciones Metalúrgicas, Editorial CSIC";1;1;5429;España;1988-4222;0034-8570;0034-8570;Metalurgia
14967;"Revista de métodos cuantitativos para la economía y la empresa";"Universidad Pablo de Olavide, Departamento de Economía, Métodos Cuantitativos e Historia Económica";1;1;5430;España;1886-516X;;;Economía
26995;"Revista de modelamiento matemático de sistemas biológicos";"Universidad Tecnológica Metropolitana";1;1;11276;Chile;2735-6817;2735-6817;;"Matemáticas, Ciencias naturales"
21967;"Revista de morfologia urbana";"Rede Lusófona de Morfologia Urbana";1;1;8964;Portugal;2182-7214;2182-7214;;"Arquitectura, Geografía, Historia, Sociología, Urbanismo, Planificación del desarrollo, Planificación urbana"
24886;"Revista de nefrología, diálisis y trasplante";"Asociación Regional de Diálisis y Trasplantes Renales de Capital Federal y Provincia de Buenos Aires";1;1;10353;Argentina;2346-8548;0326-3428;;Nefrología
14977;"Revista de Neuro-Psiquiatría";"Universidad Peruana Cayetano Heredia. Facultad de Medicina";1;1;5437;Perú;1609-7394;1609-7394;0034-8597;Psiquiatría
28223;"Revista de Nutrición Clínica y Metabolismo";Distribuna;1;1;11380;Colombia;2619-3906;2619-564X;;"Endocrinología y nutriología"
16848;"Revista de ocio y turismo";"Servizo de Publicacións da Universidade da Coruña";1;1;6310;España;2695-6357;1888-6884;1888-6884;"Economía, Turismo"
20320;"Revista de odontopediatría latinoamericana";"Ripano. Editorial Médica";1;1;7988;"Organismos Internacionales";2174-0798;2174-0798;;"Odontología, Pediatría"
14991;"Revista de orientación educacional";"Universidad de Playa Ancha de Ciencias de la Educación. Facultad de Ciencias de la Educación";1;1;5444;Chile;0719-5117;0716-5714;0716-5714;Educación
14994;"Revista de otorrinolaringología y cirugía de cabeza y cuello";"Sociedad Chilena de Otorrinolaringología, Medicina y Cirugía de Cabeza y Cuello";1;1;5446;Chile;0718-4816;0716-4084;0716-4084;"Cirugía, Medicina, Otorrinolaringología"
15000;"Revista de Paz y Conflictos";"Universidad de Granada, Instituto de la Paz y los Conflictos";1;1;5449;España;1988-7221;;;"Ciencia política y administración pública, Sociología"
20625;"Revista de poética medieval";"Editorial Universidad de Alcalá";1;1;8199;España;2660-891X;1137-8905;1137-8905;"Arte, Lingüística, Literatura, Filología"
23717;"Revista de Política Económica";"Editorial de la Universidad Nacional";1;1;9958;"Costa Rica";2215-4167;2215-4167;;Economía
26627;"Revista de Psicanálise da SPPA";"Sociedade Psicanalítica de Porto Alegre (SPPA)";1;1;10901;Brasil;2674-919X;1413-4438;1413-4438;"Medicina, Psicología, Psiquiatría"
15029;"Revista de Psicodidáctica";"Universidad del País Vasco  Servicio Editorial;  Barcelona: Elsevier España";1;1;5458;España;2254-4372;1136-1034;1136-1034;"Educación, Psicología"
15036;"Revista de Psicologia";"Universidade Federal do Ceará (UFC)";1;1;5461;Brasil;2179-1740;0102-1222;0102-1222;Psicología
15034;"Revista de psicología";"Universidad Católica San Pablo";1;1;5459;Perú;2311-7397;2306-0565;2306-0565;Psicología
15040;"Revista de psicología";"Universidad de Chile. Facultad de Ciencias Sociales. Departamento de Psicología";1;1;5463;Chile;0719-0581;0716-8039;0716-8039;Psicología
24735;"Revista de Psicología";"Universidad Nacional de La Plata, Facultad de Psicología";1;1;10296;Argentina;2422-572X;0556-6274;;"Psicología, Estudios sociales de la salud"
15049;"Revista de Psicología del Trabajo y de las Organizaciones";"Colegio Oficial de Psicólogos de Madrid";1;1;5467;España;2174-0534;1576-5962;1576-5962;Psicología
15056;"Revista de Psicología Social";Sage;1;1;5471;España;1579-3680;0213-4748;0213-4748;Psicología
21943;"Revista de psicología y ciencias del comportamiento de la Unidad Académica de Ciencias Jurídicas y Sociales";"Universidad Autónoma de Tamaulipas, Unidad Académica de Ciencias Jurídicas y Sociales";1;1;8950;México;2683-1813;2007-1833;2007-1833;Psicología
29473;"Revista de psicología y psicopedagogía";"Universidad del Salvador";1;1;11974;Argentina;2545-6253;2545-6253;;"Educación, Multidisciplinarias, Psicología"
28006;"Revista de psicología.";"Departamento de Psicología, Facultad de Psicología y Psicopedagogía, Pontificia Universidad Católica Argentina";1;1;11258;Argentina;2469-2050;1669-2438;;Psicología
15077;"Revista de psiquiatría infanto-juvenil";Siglo;1;1;5484;España;2660-7271;1130-9512;1130-9512;"Psicología, Psiquiatría"
15083;"Revista de química";"Pontificia Universidad Católica del Perú";1;1;5487;Perú;2518-2803;1012-3946;1012-3946;Química
15112;"Revista de sociología";"Facultad de Filosofía, Humanidades y Educación. Departamento de Sociología";1;1;5499;Chile;0719-529X;0716-632X;0716-632X;Sociología
26561;"Revista de sociología";"Universidad nacional mayor de San Marcos. Facultad de Ciencias Sociales.";1;1;10886;Perú;1609-7580;1605-8933;;Sociología
23896;"Revista de sociología de la educación";"Universitat de València";1;1;10047;España;2605-1923;2605-1923;;"Educación, Sociología"
15121;"Revista de teledetección";"Universitat Politècnica de València";1;1;5504;España;1988-8740;1133-0953;1133-0953;"Física, Geografía, Ciencias de la tierra"
7154;"Revista de trabajo y seguridad social. Comentarios, casos prácticos";"Centro de Estudios Financieros";1;1;2371;España;2531-212X;2531-212X;1138-9532;"Derecho y jurisprudencia, Trabajo social"
26071;"Revista de treball social";"Col·legi Oficial de Treball Social de Catalunya";1;1;11215;España;2339-6385;0212-7212;0212-7212;"Sociología, Trabajo social"
15136;"Revista de urbanismo";"Universidad de Chile. Facultad de Arquitectura y Urbanismo. Departamento de Urbanismo";1;1;5510;Chile;0717-5051;0717-5051;;"Ciencias sociales y humanidades, Urbanismo"
26379;"Revista de USITE, Supervisión 21";USIE;1;1;11203;España;1886-5895;1886-5895;;Educación
27144;"Revista de veterinaria y zootecnia amazónica";"Universidad Nacional de San Martín";1;1;11849;Perú;2810-8175;2810-8175;;Veterinaria
22826;"Revista de victimología";Huygens;1;1;9469;España;2385-779X;2385-779X;;"Derecho penal, Derecho procesal, Psicología, Sociología, Trabajo social, Criminología"
15141;"Revista debate público";"Universidad de Buenos Aires, Facultad de Ciencias Sociales, Carrera de Trabajo Social";1;1;5513;Argentina;1853-6654;1853-6654;;"Ciencia política y administración pública, Sociología, Trabajo social"
20102;"Revista Decifrar";"Universidade Federal do Amazonas (UFAM)";1;1;7818;Brasil;2318-2229;2318-2229;;"Lingüística, Literatura"
29405;"Revista Decisión Gerencial.";"Universidad Católica de Cuenca";1;1;11666;Ecuador;2953-6391;;;"Administración, Contabilidad, Economía"
29822;"Revista del Archivo General de la Nación";"Archivo General de la Nación";1;1;11794;Perú;2707-2746;0259-2371;0259-2371;"Ciencias de la información, Ciencias sociales y humanidades, Museología"
15145;"Revista del Archivo Nacional";"Dirección General del Archivo Nacional";1;1;5515;"Costa Rica";2215-5600;1409-0279;1409-0279;"Administración, Bibliotecología"
15158;"Revista del Centro de Estudios de Sociología del Trabajo";"Universidad de Buenos Aires; Facultad de Ciencias Económicas; Centro de Estudios de Sociología del Trabajo";1;1;5518;Argentina;1852-494X;1852-4648;1852-4648;"Derecho laboral, Economía, Sociología, Trabajo social"
15164;"Revista del Centro de Investigación de la Universidad La Salle";"Universidad La Salle, Centro de Investigación";1;1;5519;México;2992-6823;1665-8612;1665-8612;Multidisciplinarias
15173;"Revista del CESLA";"Universidad de Varsovia, Centro de Estudios Latinoamericanos";1;1;5522;Iberoamericanistas-Europa;2081-1160;1641-4713;1641-4713;"Estudios latinoamericanos"
15212;"Revista del Hospital de Niños";"Asociación de Profesionales del Hospital de Niños Ricardo Gutiérrez";1;1;5530;Argentina;2314-1239;0521-517X;0521-517X;Pediatría
23448;"Revista del Hospital Italiano de Buenos Aires";"Universidad Hospital Italiano de Buenos Aires";1;1;9817;Argentina;2314-3312;1669-2578;;Medicina
24903;"Revista del IICE";"Facultad de Filosofía y Letras, Universidad de Buenos Aires";1;1;10362;Argentina;2451-5434;0327-7763;;Educación
27141;"Revista del Instituto de Historia Antigua Oriental ""Dr. Abraham Rosenvasser"".";"Universidad de Buenos Aires, Facultad de Filosofía y Letras";1;1;10994;Argentina;2683-9660;0325-1209;;"Ciencias sociales y humanidades, Historia, Humanidades"
15246;"Revista del Instituto de Investigación de la Facultad de Geología, Minas, Metalurgia y Ciencias Geográficas";"Universidad Nacional Mayor de San Marcos, Facultad de Ingeniería Geológica, Minera, Metalúrgica y Geográfica. Facultad de Minas, Metalurgia y Ciencias Geográficas";1;1;5537;Perú;1682-3087;1561-0888;;"Geografía, Geología, Metalurgia"
25687;"Revista del Instituto de Investigaciones en Educación.";"Instituto de Investigaciones en Educación UNNE";1;1;10631;Argentina;1853-1393;1853-1393;;"Educación, Multidisciplinarias"
1398;"Revista del Instituto Electoral del Estado de México Apuntes electorales";"Instituto Electoral del Estado de México, Centro de Formación y Documentación Electoral";1;1;519;México;2448-8585;1665-0921;1665-0921;"Ciencia política y administración pública"
20941;"Revista del Instituto Español de Estudios Estratégicos";"Ministerio de Defensa, Secretaría General Técnica";1;1;8384;España;2255-3479;2255-3479;;"Ciencia política y administración pública, Defensa y seguridad"
27658;"Revista del Instituto Superior de Música (En línea)";"Ediciones UNL";1;1;11338;Argentina;2362-3322;1666-7603;;Música
26291;"Revista del laboratorio iberoamericano para el estudio sociohistórico de las sexualidades";"Universidad Pablo de Olavide";1;1;10828;España;2659-8620;2659-8620;;"Antropología, Multidisciplinarias, Sociología, Estudios de género"
15285;"Revista del Museo Argentino de Ciencias Naturales";"Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigación de las Ciencias Naturales";1;1;5547;Argentina;1853-0400;1514-5158;1514-5158;"Biología, Botánica, Ecología, Geología, Paleontología, Zoología"
15289;"Revista del Museo de Antropología";"Museo de Antropología; Facultad de Filosofía y Humanidades; Universidad Nacional de Córdoba";1;1;5548;Argentina;1852-4826;1852-060X;1852-060X;"Antropología, Museología"
23790;"Revista del Museo de La Plata";"Universidad Nacional de La Plata, Facultad de Ciencias Naturales y Museo";1;1;9995;Argentina;2545-6377;2545-6369;;"Antropología, Arqueología, Biología, Botánica, Ecología, Geología, Paleontología, Zoología, Ciencias de la tierra, Recursos naturales no renovables, Geoquímica"
25032;"Revista del posgrado en derecho de la UNAM";"Universidad Nacional Autónoma de México, Coordinación del Programa de Posgrado en Derecho";1;1;10401;México;2683-1783;2007-5995;2007-5995;"Derecho y jurisprudencia"
23393;"Revista del Seminario de Historia Rural Andina";"Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Sociales. Instituto Seminario de Historia Rural y Andina";1;1;11123;Perú;2616-664X;2519-0687;2519-0687;"Arqueología, Ciencias sociales y humanidades, Historia"
23383;"Revista Derecho";"Aequus Editorial";1;1;9787;"El Salvador";2789-3960;2411-1465;2411-1465;"Derecho civil, Derecho internacional, Derecho mercantil, Derecho penal, Derecho público"
25311;"Revista derecho del estado";"Universidad Externado de Colombia";1;1;11271;Colombia;2346-2051;0122-9893;0122-9893;"Derecho y jurisprudencia, Derecho público"
26988;"Revista Derecho Penal Central";"FacultaddeJurisprudencia,CienciasPolíticasySocialesdelaUniversidadCentraldelEcuadorydelInstitutoEcuatorianode Derecho Penal e Investigaciones Criminológicas";1;1;10973;Ecuador;2697-3359;;;"Derecho y jurisprudencia"
23960;"Revista derecho y salud";"Universidad Blas Pascal";1;1;10079;Argentina;2591-3476;2591-3468;;"Ciencia política y administración pública, Ciencias sociales y humanidades, Derecho y jurisprudencia, Derechos humanos, Estudios sociales de la salud"
23971;"Revista derechos en acción";ReDeA;1;1;10082;Argentina;2525-1686;2525-1678;;"Administración, Derecho y jurisprudencia"
20301;"Revista Desenvolvimento Social";"Universidade Estadual de Montes Claros (UNIMONTES)";1;1;7971;Brasil;2179-6807;1982-8608;;Sociología
28141;"Revista diecisiete";"Fundación Acción contra el Hambre";1;1;11289;España;2695-4427;2695-4427;;"Ciencia política y administración pública, Economía, Multidisciplinarias, Sociología"
21318;"Revista Digital de Derecho Administrativo";"Universidad Externado de Colombia";1;1;11272;Colombia;2145-2946;2145-2946;;"Derecho público"
20660;"Revista Digital de Investigación en Docencia Universitaria";"Universidad Peruana de Ciencias Aplicadas. Área de Calidad Educativa";1;1;8220;Perú;2223-2516;2223-2516;;Educación
15337;"Revista Digital de la Maestría en Ciencias Penales";"Universidad de Costa Rica, Sistema de Estudios de Posgrado";1;1;5564;"Costa Rica";1659-4479;1659-4479;;"Derecho penal"
15338;"Revista digital de políticas lingüísticas";"Universidad Nacional de Córdoba, Facultad de Lenguas";1;1;5565;Argentina;1853-3256;1853-3256;;Lingüística
23802;"Revista Digital de Postgrado";"Coordinación de Estudios de Postgrado de la Facultad de Medicina de la Universidad Central de Venezuela (UCV)";1;1;10002;Venezuela;2244-761X;2244-761X;;Medicina
22872;"Revista Digital del Departamento de Ingeniería e Investigaciones Tecnológicas";"Departamento de Ingeniería e Investigaciones Tecnológicas de la Universidad Nacional de La Matanza";1;1;9496;Argentina;2525-1333;2525-1333;;"Ingeniería de comunicaciones, electrónica y control, Ingeniería eléctrica, Ingeniería industrial, Tecnología, Inteligencia artificial-robótica, Ingeniería de materiales"
26821;"Revista digital del Instituto Internacional de Costos.";"Instituto Internacional de Costos";1;1;10937;Argentina;2718-8507;2718-8507;;"Administración, Contabilidad, Economía de la empresa, Educación superior"
21431;"Revista digital internacional de psicología y ciencia social";"Universidad Nacional Autónoma de México, Facultad de Estudios Superiores, Plantel Iztacala";1;1;8597;México;2448-8119;2448-8119;;Psicología
15341;"Revista Digital Matemática, Educación e Internet";"Tecnológica de Costa Rica";1;1;5566;"Costa Rica";1659-0643;;;Matemáticas
24896;"Revista Digital Tambara";"Universidad de las Fuerzas Armadas - ESPE";1;1;10359;Ecuador;2588-0977;;;"Administración, Economía, Finanzas, Planeación económica"
15343;"Revista digital universitaria";"Universidad Nacional Autónoma de México, Coordinación de Evaluación, Innovación y Desarrollo Educativos (CEIDE)";1;1;5567;México;1607-6079;1607-6079;;Multidisciplinarias
26871;"Revista Direito e Sexualidade";"Universidade Federal da Bahia (UFBA)";1;1;10949;Brasil;2675-3596;2675-3596;;"Ciencias sociales y humanidades, Derecho civil, Derecho internacional, Derecho penal, Derecho público, Criminología, Estudios de género, Derechos humanos"
22836;"Revista discapacidad, clínica, neurociencias";"Universidad de Alicante";1;1;9474;España;2341-2526;2341-2526;;"Neurología, Psicología, Trabajo social"
26476;"Revista Discusiones.";EdiUns;1;1;10871;Argentina;2718-6474;1515-7326;;"Derecho y jurisprudencia, Derecho penal, Derecho público, Etica, Filosofía, Derechos humanos"
28963;"Revista diversidad de las culturas.";"Universidad Nacional de Jujuy; Universidad Federal de Goiás";1;1;11737;Argentina;2718-8310;2718-8310;;"Arte, Ciencias sociales y humanidades, Fotografía, Literatura, Humanidades, Poesía"
19733;"Revista do CAAP";"Universidade Federal de Minas Gerais (UFMG)";1;1;7554;Brasil;2238-3840;1415-0344;1415-0344;"Ciencia política y administración pública, Ciencias sociales y humanidades, Derecho civil, Derecho laboral, Sociología, Derechos humanos"
15397;"Revista do Instituto Adolfo Lutz";"Instituto Adolfo Lutz";1;1;5578;Brasil;1983-3814;0073-9855;0073-9855;"Epidemiología, Farmacia, Microbiología, Salud pública"
15400;"Revista do Instituto de Medicina Tropical de São Paulo";"Universidade de São Paulo, Faculdade de Medicina";1;1;5579;Brasil;1678-9946;0036-4665;0036-4665;Medicina
25290;"Revista dObra[s]";"Associação Brasileira de Estudos e Pesquisas em Moda (ABEPEM)";1;1;10495;Brasil;2358-0003;1982-0313;;Multidisciplinarias
21827;"Revista Docência do Ensino Superior";"Universidade Federal de Minas Gerais (UFMG)";1;1;8861;Brasil;2237-5864;2237-5864;;"Educación, Educación superior"
26402;"Revista docencia universitaria";"Universidad de San Carlos de Guatemala, Facultad de Humanidades";1;1;11453;Guatemala;2709-5428;2709-5428;;Humanidades
25177;"Revista Economía";"Universidad Central del Ecuador";1;1;10447;Ecuador;2697-3340;2697-3332;;"Ciencia política y administración pública, Ciencias sociales y humanidades, Economía, Sociología"
23788;"Revista Economía y Política";"Universidad de Cuenca";1;1;9994;Ecuador;2477-9075;2477-9075;;"Administración, Contabilidad, Economía, Sociología"
26681;"Revista Económica";"Universidad Nacional de Loja";1;1;10911;Ecuador;2737-6257;;;Economía
15459;"Revista económica do nordeste";"Banco do Nordeste";1;1;12015;Brasil;2357-9226;0100-4956;0100-4956;Economía
23589;"Revista Ecuatoriana de Medicina y Ciencias Biológicas";"Pontificia Universidad Católica del Ecuador";1;1;9904;Ecuador;2477-9148;;;"Biología, Medicina, Ciencia"
29347;"Revista Ecuatoriana de Nutrición Clínica y Metabolismo.";"Sociedad Ecuatoriana de Nutrición Parenteral, Enteral, Clínica y Metabolismo. Núcleo Azuay";1;1;11636;Ecuador;3073-1097;;;"Endocrinología y nutriología"
29774;"Revista Ecuatoriana de Ornitología.";"USFQ PRESS de la Universidad San Francisco de Quito";1;1;11782;Ecuador;2697-3685;;;Ecología
25758;"Revista Ecuatoriana de Ortopedia y Traumatología SEOT";"Sociedad Ecuatoriana de Ortopedia y Traumatología";1;1;10648;Ecuador;2600-5999;;;"Traumatología y ortopedia"
24673;"Revista educa UMCH";"Universidad Marcelino Champagnat. Facultad de Educación y Psicología";1;1;10271;Perú;2617-0337;2617-8087;2617-8087;Educación
20140;"Revista Educação e Políticas em Debate";"Universidade Federal de Uberlândia (UFU)";1;1;7843;Brasil;2238-8346;2238-8346;;Educación
27099;"Revista Educación";"Universidad Nacional de San Cristobal de Huamanga";1;1;10988;Perú;2709-8761;2709-8761;;Educación
24873;"Revista educación Las Américas";"Universidad de las Américas. Facultad de Educación";1;1;10349;Chile;0719-7128;0719-7128;;"Educación, Planificación educativa, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior"
22911;"Revista educación, política y sociedad";"Asociación Investigación, Formación y Desarrollo de Proyectos Educativos";1;1;9528;España;2445-4109;2445-4109;;"Ciencia política y administración pública, Educación, Sociología"
28760;"Revista Edutec";"Universidade Federal de Mato Grosso do Sul (UFMS)";1;1;11874;Brasil;2764-9067;2764-9067;;"Educación, Tecnología educativa"
15500;"Revista electrónica";"Universidad de Buenos Aires; Facultad de Derecho; Instituto de Investigaciones Jurídicas y Sociales";1;1;5616;Argentina;1851-3069;1851-3069;;"Derecho y jurisprudencia, Derecho comparado"
15503;"Revista Electrónica Calidad en la Educación Superior";"Universidad Estatal a  Distancia";1;1;5617;"Costa Rica";1659-4703;;;"Educación superior"
15504;"Revista electrónica complutense de investigación en educación musical";"Ediciones Complutense";1;1;5618;España;1698-7454;;;"Educación, Música"
23868;"Revista electrónica de AnestesiaR";"AnestesiaR. IDEhA- H. Universitario Fundación Alcorcón";1;1;10033;España;1989-4090;1989-4090;;"Anestesiología, Epidemiología, Medicina"
23974;"Revista Electrónica de Ciencia y Tecnología del Instituto Universitario de Tecnología de Maracaibo";"Instituto Universitario de Tecnología de Maracaibo (IUTM)";1;1;10083;Venezuela;2443-4426;2443-4426;;"Administración, Agronomía, Arquitectura, Contabilidad, Ingeniería civil, Ingeniería de comunicaciones, electrónica y control, Ingeniería industrial, Ingeniería petrolera, Ingeniería química, Matemáticas, Tecnología de alimentos, Inteligencia artificial-robótica, Tecnología educativa, Metalurgia, Ciencia y Tecnología"
23773;"Revista Electrónica de Conocimientos, Saberes y Prácticas";"Profesores Investigadores de la Comunidad Matemática de la Costa Caribe Nicaragüense(CMCCN)";1;1;9987;Nicaragua;2616-8294;;;"Educación, Matemáticas, Multidisciplinarias, Humanidades"
25475;"Revista Electrónica de Derecho Internacional Contemporáneo";"Instituto de Relaciones Internacionales";1;1;10569;Argentina;2618-303X;2618-303X;;"Derecho y jurisprudencia, Derecho internacional"
23139;"Revista Electrónica de Direito";"Universidade do Porto, Faculdade de Direito";1;1;9653;Portugal;2182-9845;2182-9845;;"Derecho y jurisprudencia, Derecho civil, Derecho comparado, Derecho internacional, Derecho laboral, Derecho marítimo, Derecho mercantil, Derecho fiscal"
26366;"Revista Electrónica de divulgación de STEM de la Universidad Nacional de la Patagonia San Juan Bosco.";REDIUNP;1;1;11086;Argentina;2683-8648;2683-8648;;"Ingeniería, Matemáticas, Ciencia y Tecnología"
15514;"Revista electrónica de estudios internacionales";"Asociación Española de Profesores de Derecho internacional y Relaciones internacionales";1;1;5625;España;1697-5197;;;"Derecho internacional"
20052;"Revista electrónica de fuentes y archivos";"Centro de Estudios ""Prof. Carlos S. A. Segreti""";1;1;7784;Argentina;1853-4503;1853-4503;;Historia
15516;"Revista electrónica de investigación educativa";"Universidad Autónoma de Baja California, Instituto de Investigación y Desarrollo Educativo";1;1;5627;México;1607-4041;1607-4041;;"Educación, Pedagogía, Tecnología educativa, Educación media o secundaria, Educación primaria, Educación superior"
26477;"Revista electrónica de investigación en docencia universitaria.";"Universidad de Antofagasta";1;1;11147;Chile;2452-4875;2452-4875;;"Educación, Odontología, Pedagogía, Educación superior"
15518;"Revista electrónica de investigación en educación en ciencias";"Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Ciencias Exactas";1;1;5629;Argentina;1850-6666;1850-6666;;Educación
15519;"Revista electrónica de investigación y docencia";"Universidad de Jaén";1;1;5630;España;1989-2446;;;"Educación, Planificación educativa, Tecnología educativa"
25951;"Revista electrónica de la Cátedra Jean Monnet de la Facultad de Derecho de la Universidad de Buenos Aires.";"Centro de Excelencia Jean Monnet Integración Regional & Derechos Humanos de la Facultad de Derecho de la Universidad de Buenos Aires";1;1;10735;Argentina;2346-9196;2346-9196;;"Ciencia política y administración pública, Derecho y jurisprudencia, Derecho civil, Derecho comparado, Derecho internacional, Derecho mercantil, Derecho público, Derecho procesal, Relaciones internacionales, Derecho fiscal, Estudios latinoamericanos, Derechos humanos, Estudios regionales"
15532;"Revista electrónica historias del Orbis Terrarum";[s.n];1;1;5639;Chile;0718-7246;0718-7246;;"Cultura, Filosofía, Historia del arte, Literatura, Humanidades"
15533;"Revista electrónica Iberoamericana";"Centro de Estudios de Iberoamérica de la Universidad Rey Juan Carlos e Instituto Universitario de Estudios Internacionales y Europeos “Francisco de Vitoria” de la Universidad Carlos III de Madrid";1;1;5640;España;1988-0618;;;"Estudios latinoamericanos"
15537;"Revista electrónica interuniversitaria de formación del profesorado";"Edit. UM; Asociación Universitaria de Formación del Profesorado (AUFOP)";1;1;5643;España;1575-0965;;;"Educación, Psicología"
23410;"Revista elektron";"Departamento de Electrónica de la Facultad de Ingeniería de la Universidad de Buenos Aires, Facultad de Ingeniería, Departamento de Electrónica";1;1;9801;Argentina;2525-0159;2525-0159;;"Computación, Física, Ingeniería de comunicaciones, electrónica y control, Tecnología, Inteligencia artificial-robótica, Energía, Ingeniería de materiales, Ingeniería de instrumentos, Telecomunicaciones"
22193;"Revista Eletrônica Científica da UERGS";"Universidade Estadual do Rio Grande do Sul (UERGS)";1;1;9120;Brasil;2448-0479;2448-0479;;Multidisciplinarias
24361;"Revista Eletrônica Competências Digitais para Agricultura Familiar";"Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP)";1;1;10201;Brasil;2448-0452;2448-0452;;"Agronomía, Ciencias de la información, Derecho agrario, Economía agrícola, Ciencia y Tecnología"
21241;"Revista eletrônica de direito processual";"Universidade do Estado do Rio de Janeiro, Faculdade de Direito, Departamento de Direito Processual";1;1;8452;Brasil;1982-7636;;;"Derecho procesal"
15551;"Revista Eletrônica de Enfermagem";"Universidade Federal de Goiás (UFG)";1;1;5652;Brasil;1518-1944;1518-1944;;Enfermería
