coleccion,titulo,idioma_principal,idiomas_pub,issn
sza,Journal of the South African Veterinary Association,en,,10199128
sza,Old Testament Essays,en,,10109919
sza,Old Testament Essays,en,,23123621
sza,Phronimon,en,,15614018
sza,Phronimon,en,,24133086
sza,Southern African Journal of Critical Care (Online),en,,15628264
sza,Southern African Journal of Critical Care (Online),en,,2078676X
sza,African Journal of Health Professions Education,en,,20785127
sza,South African Journal of Bioethics and Law,en,,19997639
sza,Historia,en,,23098392
sza,Historia,en,,0018229X
sza,Journal of Education (University of KwaZulu-Natal),en,,25209868
sza,Journal of Education (University of KwaZulu-Natal),en,,0259479X
sza,Journal for Transdisciplinary Research in Southern Africa,en,,18174434
sza,Journal for Transdisciplinary Research in Southern Africa,en,,24152005
sza,African Human Mobility Review,en,,24116955
sza,African Human Mobility Review,en,,24107972
sza,Southern African Journal of Entrepreneurship and Small Business Management,en,,20713185
sza,Southern African Journal of Entrepreneurship and Small Business Management,en,,25227343
sza,Image & Text,en,,10211497
sza,Image & Text,en,,26173255
sza,Reading & Writing,en,,20798245
sza,Reading & Writing,en,,23081422
sza,African Evaluation Journal,en,,23065133
sza,African Evaluation Journal,en,,23104988
sza,Pythagoras,en,,10122346
sza,Pythagoras,en,,22237895
sza,Clean Air Journal,en,,2410972X
sza,Clean Air Journal,en,,10171703
sza,African Vision and Eye Health,en,,24101516
sza,African Vision and Eye Health,en,,24133183
sza,Psychology in Society,en,,10156046
sza,Psychology in Society,en,,23098708
sza,Journal of Transport and Supply Chain Management,en,,23108789
sza,Journal of Transport and Supply Chain Management,en,,19955235
sza,Missionalia,en,,02569507
sza,Missionalia,en,,2312878X
sza,South African Journal of Obstetrics and Gynaecology,en,,00382329
sza,South African Journal of Obstetrics and Gynaecology,en,,23058862
sza,"Journal of Vocational, Adult and Continuing Education and Training",en,,26633639
sza,"Journal of Vocational, Adult and Continuing Education and Training",en,,26633647
sza,Kronos,en,,02590190
sza,Kronos,en,,23099585
sza,Journal of Energy in Southern Africa,en,,24133051
sza,Journal of Energy in Southern Africa,en,,1021447X
sza,African Journal on Conflict Resolution,en,,15626997
sza,African Journal on Conflict Resolution,en,,2309737X
sza,South African Journal of Business Management,en,,20785976
sza,South African Journal of Business Management,en,,20785585
sza,Journal of Student Affairs in Africa,en,,23076267
sza,Journal of Student Affairs in Africa,en,,23111771
sza,South African Journal of Chemistry,en,,03794350
sza,South African Journal of Chemistry,en,,1996840X
sza,South African Journal of Science,en,,19967489
sza,South African Journal of Science,en,,00382353
sza,SAMJ: South African Medical Journal,en,,02569574
sza,SAMJ: South African Medical Journal,en,,20785135
sza,African Journal of Gender and Religion,en,,27072991
sza,South African Family Practice,en,,20786190
sza,South African Family Practice,en,,20786204
sza,African Human Rights Yearbook,ar,,2663323X
sza,African Human Rights Yearbook,ar,,25231367
sza,South African Computer Journal,en,,23137835
sza,South African Computer Journal,en,,10157999
sza,SA Journal of Human Resource Management,en,,16837584
sza,SA Journal of Human Resource Management,en,,2071078X
sza,African Entomology,en,,10213589
sza,African Entomology,en,,22248854
sza,South African Journal of Economic and Management Sciences,en,,10158812
sza,South African Journal of Economic and Management Sciences,en,,22223436
sza,South African Journal of Physiotherapy,en,,03796175
sza,South African Journal of Physiotherapy,en,,24108219
sza,African Human Rights Law Journal,en,,1609073X
sza,African Human Rights Law Journal,en,,19962096
sza,De Jure Law Journal,en,,22257160
sza,De Jure Law Journal,en,,14663597
sza,Southern African Business Review,en,,1561896X
sza,Southern African Business Review,en,,19988125
sza,The African Journal of Information and Communication,en,,20777213
sza,The African Journal of Information and Communication,en,,20777205
sza,Potchefstroom Electronic Law Journal (PELJ),en,,17273781
sza,Journal of the Southern African Institute of Mining and Metallurgy,en,,22256253
sza,Journal of the Southern African Institute of Mining and Metallurgy,en,,24119717
sza,Social Work/Maatskaplike Werk,en,,00378054
sza,Social Work/Maatskaplike Werk,en,,23127198
sza,Jàmbá: Journal of Disaster Risk Studies,en,,2072845X
sza,Jàmbá: Journal of Disaster Risk Studies,en,,19961421
sza,South African Journal of Education,en,,02560100
sza,South African Journal of Education,en,,20763433
sza,Journal of Contemporary Management,en,,18157440
sza,Southern African Journal of Environmental Education,en,,18100333
sza,Southern African Journal of Environmental Education,en,,24115959
sza,Education as Change,en,,19479417
sza,Education as Change,en,,16823206
sza,South African Crime Quarterly,en,,24133108
sza,South African Crime Quarterly,en,,19913877
sza,Studia Historiae Ecclesiasticae,en,,24124265
sza,Studia Historiae Ecclesiasticae,en,,10170499
sza,South African Journal of Industrial Engineering,en,,22247890
sza,Scientia Militaria: South African Journal of Military Studies,en,,10228136
sza,Scientia Militaria: South African Journal of Military Studies,en,,22240020
sza,Southern African Field Archaeology,en,,27891844
sza,Southern African Field Archaeology,en,,10195785
sza,Wits Journal of Clinical Medicine,en,,26180197
sza,Wits Journal of Clinical Medicine,en,,26180189
sza,South African Journal of Surgery,en,,00382361
sza,South African Journal of Surgery,en,,20785151
sza,Communicare: Journal for Communication Studies in Africa,en,,29577950
sza,Communicare: Journal for Communication Studies in Africa,en,,02590069
sza,Journal of Construction Project Management and Innovation,en,,22237852
sza,Journal of Construction Project Management and Innovation,en,,29599652
sza,Tydskrif vir Geesteswetenskappe,af,,00414751
sza,Tydskrif vir Geesteswetenskappe,af,,22247912
sza,Educational Research for Social Change,en,,22214070
sza,Scriptura,af,,2305445X
sza,Scriptura,af,,02541807
sza,Journal of the South African Institution of Civil Engineering,en,,23098775
sza,Journal of the South African Institution of Civil Engineering,en,,10212019
sza,African Biodiversity & Conservation,en,,00068241
sza,African Biodiversity & Conservation,en,,30788056
sza,Journal of Geography Education in Africa,en,,27889114
sza,Yesterday and Today,en,,22230386
sza,Yesterday and Today,en,,23099003
sza,South African Journal of Animal Science,en,,22214062
sza,South African Journal of Animal Science,en,,03751589
sza,African Journal of Career Development,en,,27097420
sza,African Journal of Career Development,en,,26177471
sza,"Law, Democracy and Development",en,,10281053
sza,"Law, Democracy and Development",en,,20774907
sza,Indo-Pacific Journal of Phenomenology,en,,14457377
sza,Indo-Pacific Journal of Phenomenology,en,,20797222
sza,R&D Journal,en,,02579669
sza,R&D Journal,en,,23098988
sza,Journal of Literary Studies,af,,17535387
sza,Journal of Literary Studies,af,,02564718
sza,African Journal of Laboratory Medicine,en,,22252010
sza,African Journal of Laboratory Medicine,en,,22252002
sza,African Journal of Teacher Education and Development,en,,29580986
sza,African Journal of Teacher Education and Development,en,,29588650
sza,Journal for the Study of Religion,en,,10117601
sza,Journal for the Study of Religion,en,,24133027
sza,Tydskrif vir Letterkunde,af,,23099070
sza,Tydskrif vir Letterkunde,af,,0041476X
sza,Obiter,en,,2709555X
sza,Obiter,en,,16825853
sza,The Independent Journal of Teaching and Learning,en,,25195670
sza,South African Journal of Child Health,en,,19997671
sza,South African Journal of Child Health,en,,19943032
sza,South African Journal of Occupational Therapy,en,,23103833
sza,South African Journal of Occupational Therapy,en,,00382337
sza,African Journal of Psychological Assessment,en,,27071618
sza,African Journal of Psychological Assessment,en,,26172798
sza,Critical Studies in Teaching and Learning,en,,23107103
ven,Interciencia,es,es; en; pt,03781844
ven,Revista Científica,es,es; en; pt,07982259
ven,Revista de Ciencias Sociales,es,es; en; pt,13159518
ven,Revista Venezolana de Gerencia,es,es; en; pt,13159984
ven,Acta Odontológica Venezolana,es,es,00016365
ven,Ernstia,es,es; en; pt,02528274
ven,Boletín Técnico,es,es; en,0376723X
ven,Revista de la Facultad de Agronomía,es,es; en,03787818
ven,Archivos Venezolanos de Farmacología y Terapéutica,es,es; en,07980264
ven,EPISTEME,es,es; en,07984324
ven,Revista de Pedagogía,es,es; en,07989792
ven,Opción,es,es; en,10121587
ven,Frónesis,es,es,13156268
ven,Gaceta Laboral,es,es; en; pt,13158597
ven,Revista Venezolana de Estudios de la Mujer,es,es; en; pt,13163701
ven,Educere,es,es; en; pt,13164910
ven,Revista de la Facultad de Medicina,es,es; en,07980469
ven,Revista de Filosofía,es,es; en,07981171
ven,Utopìa y Praxis Latinoamericana,es,es; en; pt,13155216
ven,Revista Venezolana de Economía y Ciencias Sociales,es,es; en,20030507
ven,Revista Venezolana de Economía y Ciencias Sociales,es,es; en,13156411
ven,Agroalimentaria,es,es; fr; en,13160354
ven,Enlace,es,es; en,16907515
ven,Gaceta Médica de Caracas,es,es; en; pt,03674762
ven,Agronomía Tropical,es,es; en,0002192X
ven,Archivos Venezolanos de Puericultura y Pediatría,es,es; en; pt,00040649
ven,Acta Botánica Venezuelica,es,es; en,00845906
ven,Argos,es,es; en; pt,02541637
ven,Revista de la Facultad de Ciencias Veterinarias,es,es; en; pt,02586576
ven,Kasmera,es,es; en,00755222
ven,Revista Técnica de la Facultad de Ingeniería Universidad del Zulia,es,es; en,02540770
ven,Revista Latinoamericana de Metalurgia y Materiales,es,es; en; pt,02556952
ven,Letras,es,es; en,04591283
ven,Revista del Instituto Nacional de Higiene Rafael Rangel,es,es; en,07980477
ven,Boletin de Linguistica,es,es; fr; en; pt,07989709
ven,Salud de los Trabajadores,es,es; en,13150138
ven,Revista de la Sociedad Venezolana de Microbiología,es,es; en,13152556
ven,Investigación y Postgrado,es,es; en,13160087
ven,SAPIENS,es,es; en; pt,13175815
ven,Terra,es,es; fr; en; pt,10127089
ven,Revista Venezolana de Oncología,es,es; en; pt,07980582
ven,Revista de la Facultad de Ingeniería Universidad Central de Venezuela,es,es; en,07984065
ven,Zootecnia Tropical,es,es,07987269
ven,Núcleo,es,es; fr; en; pt,07989784
ven,Revista de Investigación,es,es; en,10102914
ven,Paradígma,es,es; en,10112251
ven,Cuadernos del Cendes,es,es; en,2443468X
ven,Cuadernos del Cendes,es,es; en,10122508
ven,Saber,es,es; en,23436468
ven,Saber,es,es; en,13150162
ven,Tiempo y Espacio,es,es; pt,13159496
ven,Bioagro,es,es; en,13163361
ven,Salus,es,es; en; pt,13167138
ven,Boletín de Malariología y Salud Ambiental,es,es; en,16904648
ven,Comunidad y Salud,es,es; en,16903293
ven,Revista Venezolana de Endocrinología y Metabolismo,es,es; en; pt,16903110
ven,Revista Latinoamericana de Hipertensión,es,es; fr; en; pt,18564550
ven,Archivos Latinoamericanos de Nutrición,en,pt,23095806
ven,Archivos Latinoamericanos de Nutrición,en,pt,00040622
ven,Revista de Obstetricia y Ginecología de Venezuela,es,es; en,00487732
ven,Anales Venezolanos de Nutrición,es,es; en,07980752
ven,"Universidad, Ciencia y Tecnología",es,es; en,13164821
ven,"Universidad, Ciencia y Tecnología",es,es; en,25423401
ven,Espacio Abierto. Cuaderno Venezolano de Sociología,es,es; en; pt,13150006
ven,Espacio Abierto. Cuaderno Venezolano de Sociología,es,es; en; pt,24779601
ven,Revista Arbitrada Interdisciplinaria de Ciencias de la Salud. Salud y Vida,es,es; en,26108038
ven,"Episteme Koinonía. Revista Electrónica de Ciencias de la Educación, Humanidades, Artes y Bellas Artes",es,es; en,26650282
ven,Iustitia Socialis. Revista Arbitrada de Ciencias Jurídicas y Criminalísticas,es,es; en,25423371
ven,Gaceta Técnica,es,es; en,24779539
ven,Gaceta Técnica,es,es; en,18569560
ven,Revista Tecnológica-Educativa Docentes 2.0,es,es; en; pt,26650266
ven,Revista Arbitrada Interdisciplinaria Koinonía,es,es; en,25423088
ven,Agroecología Global. Revista Electrónica de Ciencias del Agro y Mar,es,es; en,26650290
ven,Prohominum. Revista de Ciencias Sociales y Humanas,es,es; en,26650169
ven,"Cienciamatria. Revista Interdisciplinaria de Humanidades, Educación, Ciencia y Tecnología",es,es; en,2610802X
ven,"Cienciamatria. Revista Interdisciplinaria de Humanidades, Educación, Ciencia y Tecnología",es,es; en,25423029
ven,e-Revista Multidisciplinaria del Saber,es,es; en; pt,29602467
ven,Revista Venezolana de Cirugía,es,es; en,26650401
ven,Revista Venezolana de Cirugía,es,es; en,03786420
ven,Revista Espacios,es,es; en; pt,07981015
ven,Revista Espacios,es,es; en; pt,27390071
ven,Cuestiones Políticas,es,es; en; pt,25423185
ven,Cuestiones Políticas,es,es; en; pt,07981406
ven,"Ingenium et Potentia. Revista Electrónica Multidisciplinaria de Ciencias Básicas, Ingeniería y Arquitectura",es,es; en,26650304
ven,Gestio et Productio. Revista Electrónica de Ciencias Gerenciales,es,es; en,27390039
ven,Más Vita. Revista de Ciencias de la Salud,es,es; en; pt,26650150
ven,Revista Scientific,es,es; en; pt,25422987
ven,Gen,es,es; en; pt,2477975X
ven,Gen,es,es; en; pt,00163503
ven,Revista Minerva,es,es; en; pt,26973650
ven,Revista Digital de Postgrado,es,es; en; pt,2244761X
ven,Revista InveCom,es,es; en,27390063
ven,Noesis,es,es; en; pt,27390365
ven,Revista Athenea,es,es; en; pt,27376419
ven,Revista Científica CMDLT,es,es; en,27908305
ven,Revista de Odontopediatría Latinoamericana,es,es; en; pt,21740798
ven,Telos,es,es; en; pt,23435763
ven,Telos,es,es; en; pt,13170570
ven,"Areté, Revista Digital del Doctorado en Educación",es,es; en; pt,24434566
ven,Investigación Clínica,es,es; en,05355133
ven,Investigación Clínica,es,es; en,24779393
ven,Aula Virtual,es,es; en,26650398
bol,Revista Médica La Paz,es,es; en,17268958
bol,Revista de la Sociedad Boliviana de Pediatría,en,en,10240675
bol,Tinkazos,es,es,19907451
bol,Revista Integra Educativa,es,es; en,19974043
bol,Iuris Tantum Revista Boliviana de Derecho,es,es; en,20708157
bol,Revista de Medio Ambiente y Mineria,es,es; en; pt,25195352
bol,Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia,es,en,2071081X
bol,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,es,es; en,20772161
bol,Educación Superior,es,es; en; pt,25188283
bol,Revista Boliviana de Física,es,es; en; pt,15623823
bol,Revista Ciencia y Cultura,es,es,20773323
bol,Revista Científica de Salud UNITEPC,es,es; en; pt,25209825
bol,Revista Investigación y Negocios,es,es; en; pt,25212737
bol,Revista Científica Ciencia Médica,es,es; en; pt,22202234
bol,Revista Científica Ciencia Médica,es,es; en; pt,18177433
bol,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,es,es; en,24091618
bol,Revista de Investigacion Psicologica,es,es,22233032
bol,Journal of the Selva Andina Biosphere,es,es; en; pt,23083867
bol,Journal of the Selva Andina Biosphere,es,es; en; pt,23083859
bol,Revista CON-CIENCIA,es,es; en; pt,23100265
bol,Vive Revista de Salud,es,es; en; pt,26643243
bol,Revista Boliviana de Química,en,es,02505460
bol,Ecología en Bolivia,es,es,16052528
bol,Ecología en Bolivia,es,es,20755023
bol,Cuadernos Hospital de Clínicas,es,es; en; pt,16526776
bol,Cuadernos Hospital de Clínicas,es,es; en; pt,15626776
bol,Acta Nova,es,es,16830789
bol,Gaceta Médica Boliviana,es,es; en,22273662
bol,Gaceta Médica Boliviana,es,es; en,10122966
bol,Investigación & Desarrollo,es,es; en; pt,25184431
bol,Revista Perspectivas,es,es,19943733
bol,Alfa Revista de Investigación en Ciencias Agronómicas y Veterinaria,es,es; en; pt,26640902
bol,Punto Cero,es,es; en; pt,22248838
bol,Punto Cero,es,es; en; pt,18150276
bol,Economía Coyuntural,es,es; en; pt,24150622
bol,Economía Coyuntural,es,es; en; pt,24150630
bol,Oikos Polis,es,es; en; pt,2521960X
bol,Oikos Polis,es,es; en; pt,24152250
bol,Journal of the Selva Andina Research Society,es,es; en; pt,20729308
bol,Journal of the Selva Andina Research Society,es,es; en; pt,20729294
bol,Journal of the Selva Andina Animal Science,es,es; en; pt,23113766
bol,Journal of the Selva Andina Animal Science,es,es; en; pt,23112581
bol,Revista Latinoamericana de Desarrollo Económico,es,es; en,20744706
bol,Revista Latinoamericana de Desarrollo Económico,es,es; en,23099038
bol,Revista Impulso,es,es; en; pt,29599040
bol,Revista Tribunal,es,es; en; pt,29596513
bol,Revista Simón Rodríguez,es,es; en; pt,30061385
bol,Revista Jurídica Derecho,es,es; en; pt,24132810
bol,Journal Boliviano de Ciencias,es,es; en; pt,20758936
bol,Journal Boliviano de Ciencias,es,es; en; pt,20758944
bol,"Revista Ciencia, Tecnología e Innovación",es,es; en; pt,27080315
bol,"Revista Ciencia, Tecnología e Innovación",es,es; en; pt,22258787
bol,Revista Aportes de la Comunicación y la Cultura,es,es; en; pt,27888460
bol,Revista Aportes de la Comunicación y la Cultura,es,es; en; pt,23068671
bol,Revista de Investigacion e Informacion en Salud,es,es; en; pt,20756194
bol,Revista de Investigacion e Informacion en Salud,es,es; en; pt,20756208
bol,Horizontes Revista de Investigación en Ciencias de la Educación,es,es; en; pt,26167964
bol,Temas Sociales,es,es; en; pt,24135720
bol,Temas Sociales,es,es; en; pt,00402915
cri,Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera,es,,10178546
cri,Revistas de Ciencias Administrativas y Financieras de la Seguridad Social,es,,14091259
cri,Adolescencia y Salud,es,,14094185
cri,InterSedes,en,,22152458
cri,Población y Salud en Mesoamérica,es,,16590201
cri,Revista Geológica de América Central,en,,02567024
cri,Revista de Matemática Teoría y Aplicaciones,es,,14092433
cri,Revista Costarricense de Cardiología,es,,14094142
cri,Diálogos Revista Electrónica de Historia,en,,1409469X
cri,Revista Reflexiones,en,,10211209
cri,Revista Reflexiones,en,,16592859
cri,Tec Empresarial,en,,16593359
cri,Tec Empresarial,en,,16592395
cri,MHSalud,en,,1659097X
cri,Lankesteriana,en,,14093871
cri,Actualidades Investigativas en Educación,es,,14094703
cri,Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña,en,,16594223
cri,Káñina,en,,03780473
cri,Káñina,en,,22152636
cri,Revista Rupturas,en,,22152989
cri,Revista Rupturas,en,,22152466
cri,Economía y Sociedad,en,,22153403
cri,Economía y Sociedad,en,,14091070
cri,Revista Forestal Mesoamericana Kurú,en,,22152504
cri,Revista de Ciencias Ambientales,en,,22153896
cri,Revista de Ciencias Ambientales,en,,14092158
cri,Revista Geográfica de América Central,en,,1011484X
cri,Revista Geográfica de América Central,en,,22152563
cri,Revista Innovaciones Educativas,en,,22154132
cri,Revista Innovaciones Educativas,en,,10229825
cri,Revista ABRA,en,,22152997
cri,Revista ABRA,en,,14093928
cri,Pensar en Movimiento: Revista de ciencias del ejercicio y la salud,en,,14090724
cri,Pensar en Movimiento: Revista de ciencias del ejercicio y la salud,en,,16594436
cri,E-Ciencias de la Información,en,,16594142
cri,Comunicación,es,,03793974
cri,Comunicación,es,,16593820
cri,Enfermería Actual de Costa Rica,es,,14094568
cri,Revista Relaciones Internacionales,en,,10180583
cri,Revista Relaciones Internacionales,en,,22154582
cri,Revista de Biología Tropical,en,,00347744
cri,Uniciencia,en,,10110275
cri,Uniciencia,en,,22153470
cri,Ingeniería,en,,14092441
cri,Ingeniería,en,,22152652
cri,Agronomía Mesoamericana,es,,16591321
cri,Agronomía Mesoamericana,es,,22153608
cri,Revista Espiga,en,,14094002
cri,Revista Espiga,en,,2215454X
cri,Revista de Filología y Linguística de la Universidad de Costa Rica,en,,0377628X
cri,Revista de Filología y Linguística de la Universidad de Costa Rica,en,,22152628
cri,Actualidades en Psicología,en,,22153535
cri,Anuario de Estudios Centroamericanos,es,,03777316
cri,Anuario de Estudios Centroamericanos,es,,22154175
cri,Odontología Vital,en,,16590775
cri,Revista de Ciencias Económicas,en,,22153489
cri,Revista Costarricense de Orientación,en,,22156615
cri,Acta Pediátrica Costarricense,es,,14090090
cri,Revista Nacional de Administración,es,,16594932
cri,Revista Nacional de Administración,es,,16594908
cri,Escena,en,,22154906
cri,Revista Tecnología en Marcha,es,,03793982
cri,Odovtos International Journal of Dental Sciences,en,,16591046
cri,Odovtos International Journal of Dental Sciences,en,,22153411
cri,Revista Costarricense de Ciencias Médicas,es,,02532948
cri,Medicina Legal de Costa Rica,en,,14090015
cri,Medicina Legal de Costa Rica,en,,22155287
cri,Revista Costarricense de Psicología,en,,16592913
cri,Revista Costarricense de Psicología,en,,02571439
cri,Revista Costarricense de Salud Pública,es,,14091429
cri,Infraestructura Vial,es,,22153705
cri,Métodos y Materiales,es,,22154558
cri,Métodos y Materiales,es,,2215342X
cri,Bibliotecas,en,,14093049
cri,Bibliotecas,en,,16593286
cri,Cuadernos de Investigación UNED,en,,16594266
cri,Revista Humanidades,en,,22153934
cri,Revista Electrónica Educare,es,,14094258
cri,"Trama, Revista de Ciencias Sociales y Humanidades",en,,1659343X
cri,Revista Educación,es,,03797082
cri,Revista Educación,es,,22152644
cri,"Perspectivas Rurales, Nueva Época",en,,14093251
cri,"Perspectivas Rurales, Nueva Época",en,,22155325
cri,Cuadernos de Antropología,es,,14093138
cri,Cuadernos de Antropología,es,,2215356X
cri,Cuadernos Inter.c.a.mbio sobre Centroamérica y el Caribe,en,,16590139
cri,Cuadernos Inter.c.a.mbio sobre Centroamérica y el Caribe,en,,16594940
cri,Agronomía Costarricense,en,,03779424
cri,Acta Médica Costarricense,en,,00016002
cri,Acta Médica Costarricense,en,,00016012
cri,"Revista Digital: Matemática, Educación e Internet",en,,16590643
per,Biblios,es,es; en; pt,15624730
per,Lexis,es,es; en,02549239
per,Revista Peruana de Biología,es,es; en,17279933
per,Educación,es,es; en; pt,23044322
per,Educación,es,es; en; pt,10199403
per,Contratexto,es,es; en; pt,19934904
per,Contratexto,es,es; en; pt,10259945
per,Revista de Investigación en Psicología,es,es; en,16097475
per,Revista de Investigación en Psicología,es,es; en,1560909X
per,Quipukamayoc,es,es; en,15609103
per,Quipukamayoc,es,es; en,16098196
per,Revista Digital de Investigación en Docencia Universitaria,es,es; en; pt,22232516
per,Revista de Comunicación,es,es; en,22271465
per,Revista de Comunicación,es,es; en,16840933
per,Spermova,es,es; en; pt,23084928
per,Spermova,es,es; en; pt,22239375
per,Interacciones,es,es; en,24134465
per,Interacciones,es,es; en,24115940
per,Industrial Data,es,es; en,18109993
per,Industrial Data,es,es; en,15609146
per,Boletín de la Academia Peruana de la Lengua,es,es; fr; en,27082644
per,Boletín de la Academia Peruana de la Lengua,es,es; fr; en,05676002
per,Lengua y Sociedad,es,es; en; pt,17299721
per,Lengua y Sociedad,es,es; en; pt,24132659
per,Revista Kawsaypacha: Sociedad y Medio Ambiente,es,es; en; pt,25232894
per,Revista Kawsaypacha: Sociedad y Medio Ambiente,es,es; en; pt,27093689
per,Tecnia,es,es; en,23090413
per,Tecnia,es,es; en,03757765
per,Discursos del sur,es,es; en,26172291
per,Discursos del sur,es,es; en,26172283
per,Acta Médica Peruana,es,es; en,17285917
per,Ecología Aplicada,es,es; en,17262216
per,"Journal of Economics, Finance and Administrative Science",es,es; en,20771886
per,Revista de la Sociedad Química del Perú,es,es; en,1810634X
per,Scientia Agropecuaria,es,es; en; pt,20779917
per,Revista de Neuro-Psiquiatría,es,es; en,00348597
per,Apuntes,es,es; en,02521865
per,Anthropologica,es,es; en,02549212
per,Revista de Psicología (PUCP),es,es; fr; en; pt,02549247
per,Areté,es,es; en,1016913X
per,Revista Estomatológica Herediana,es,es; en,10194355
per,Revista de Investigaciones Veterinarias del Perú,es,es; en,16099117
per,Derecho PUCP,es,es; en; pt,02513420
per,Revista de Gastroenterología del Perú,es,es; en,10225129
per,Arnaldoa,es,es; en; pt,18158242
per,Arnaldoa,es,es; en; pt,24133299
per,Revista de la Facultad de Medicina Humana,es,es; en,18145469
per,Revista de la Facultad de Medicina Humana,es,es; en,23080531
per,Desde el Sur,es,es; en; pt,20762674
per,Desde el Sur,es,es; en; pt,24150959
per,Metáfora. Revista de Literatura y Análisis del Discurso,es,es; en; pt,26174839
per,Archivos peruanos de cardiología y cirugía cardiovascular,es,es; en,27087212
per,Revista Oficial del Poder Judicial,es,es; en; pt,19976682
per,Revista Oficial del Poder Judicial,es,es; en; pt,26639130
per,Propósitos y Representaciones,es,es; en,23104635
per,Propósitos y Representaciones,es,es; en,23077999
per,Revista del Cuerpo Médico Hospital Nacional Almanzor Aguinaga Asenjo,es,es; en,22274731
per,Revista del Cuerpo Médico Hospital Nacional Almanzor Aguinaga Asenjo,es,es; en,22255109
per,Folia Amazónica,es,es; en; pt,10185674
per,Folia Amazónica,es,es; en; pt,24101184
per,Revista Elecciones,es,es; en,19945272
per,Revista Elecciones,es,es; en,19956290
per,Apuntes de Bioética,es,es; en; pt,26634910
per,Ingeniería Industrial,es,es; en,25236326
per,Ingeniería Industrial,es,es; en,10259929
per,Semestre Económico (Puno),es,es; en; pt,20720572
per,Semestre Económico (Puno),es,es; en; pt,25230840
per,Allpanchis,es,es; en; pt,02528835
per,Allpanchis,es,es; en; pt,27088960
per,Devenir,es,es; en,26164949
per,Devenir,es,es; en,23127562
per,Correspondencias & análisis,es,es; en; pt,23042265
per,Correspondencias & análisis,es,es; en; pt,2224235X
per,Revista de Investigaciones Altoandinas,es,es; en; pt,23132957
per,Revista Peruana de Medicina Experimental y Salud Pública,es,es; en,17264634
per,South Sustainability,es,es; en; pt,27087077
per,Revista de Ciencias de la Gestión,es,es; en; pt,24155861
per,Revista de Ciencias de la Gestión,es,es; en; pt,25180495
per,Debates en Sociología,es,es; en; pt,23044284
per,Debates en Sociología,es,es; en; pt,02549220
per,Anales de la Facultad de Medicina,es,es; en,10255583
per,Revista Médica Herediana,es,es; en,1729214X
per,Revista Médica Herediana,es,es; en,1018130X
per,Horizonte Médico (Lima),es,es; en,1727558X
per,Revista Peruana de Ginecología y Obstetricia,es,en,23045132
per,Liberabit,es,es; en,17294827
per,Turismo y Patrimonio,es,es; en; pt,16809556
per,Turismo y Patrimonio,es,es; en; pt,2313853X
per,Letras (Lima),es,es; en,20715072
per,Letras (Lima),es,es; en,03784878
per,Manglar,es,es; en; pt,24141046
per,Manglar,es,es; en; pt,18167667
per,Comuni@cción,es,es; en; pt,22197168
pry,Revista del Instituto de Medicina Tropical,es,es; en,19963696
pry,Pediatría (Asunción),es,es; en,16839803
pry,Investigación Agraria,es,es; en,23050683
pry,Revista Internacional de Investigación en Ciencias Sociales,es,es; en; pt,22264000
pry,Población y Desarrollo,es,es; en,2076054X
pry,Población y Desarrollo,es,es; en,20760531
pry,Revista Científica de la UCSA,es,es; en,24098752
pry,Revista de la Sociedad Científica del Paraguay,es,es; en,03799123
pry,Revista de la Sociedad Científica del Paraguay,es,es; en,26174731
pry,Revista Paraguaya de Reumatología,es,es; en; pt,24134341
pry,Medicina clínica y social,es,es; en,25212281
pry,Revista de la Secretaría del Tribunal Permanente de Revisión,es,es; en; pt,23047887
pry,Revista científica ciencias de la salud,es,es; en,26642891
pry,Compendio de Ciencias Veterinarias,es,es; en,22261761
pry,Reportes científicos de la FACEN,es,es; en,2222145X
pry,Revista de salud publica del Paraguay,es,es; en,23073349
pry,Revista de salud publica del Paraguay,es,es; en,22246193
pry,Academo (Asunción),es,es; en; pt,24148938
pry,Revista Virtual de la Sociedad Paraguaya de Medicina Interna,es,es; en,23123893
pry,Cirugía paraguaya,es,es; en,23070420
pry,Revista científica en ciencias sociales,es,es; en,27080412
pry,Estudios paraguayos,es,es; en,02512483
pry,Estudios paraguayos,es,es; en,25209914
pry,Memorias del Instituto de Investigaciones en Ciencias de la Salud,es,es; en,18129528
pry,Revista investigaciones y estudios-UNA,es,es; en; pt,20700415
pry,Revista investigaciones y estudios-UNA,es,es; en; pt,27090817
pry,Revista del Nacional (Itauguá),es,es; en,20728174
pry,Anales de la Facultad de Ciencias Médicas (Asunción),es,es; en,18168949
ury,CLEI Electronic Journal,en,es; en; pt,07175000
ury,Actas Odontológicas,es,es; en; pt,15108139
ury,Actas Odontológicas,es,es; en; pt,23936304
ury,Antropología Social y Cultural del Uruguay,es,es; en; pt,15103846
ury,Archivos de Medicina Interna,es,es; en,1688423X
ury,Archivos de Medicina Interna,es,es; en,02503816
ury,Anestesia Analgesia Reanimación,es,es,16881273
ury,Anestesia Analgesia Reanimación,es,es,02558122
ury,Agrociencia (Uruguay),es,es; en,23011548
