coleccion,titulo,idioma_principal,idiomas_pub,issn
scl,Revista Vórtex,es,es; en,23179937
scl,Revista Brasileira de Cancerologia,es,es; en,21769745
scl,Sao Paulo Medical Journal,en,en,18069460
scl,Sao Paulo Medical Journal,en,en,15163180
scl,Trabalhos em Linguística Aplicada,es,es; en; pt,2175764X
scl,Trabalhos em Linguística Aplicada,es,es; en; pt,01031813
scl,RAUSP Management Journal,es,es; en; pt,25310488
scl,Cadernos CEDES,fr,en; pt,16787110
scl,Cadernos CEDES,fr,en; pt,01013262
scl,Revista Brasileira de Ciência Política,es,es; en; pt,01033352
scl,Revista Brasileira de Ciência Política,es,es; en; pt,21784884
scl,International braz j urol,en,en; pt,16775538
scl,International braz j urol,en,en; pt,16776119
scl,Physis: Revista de Saúde Coletiva,en,en; pt,18094481
scl,Physis: Revista de Saúde Coletiva,en,en; pt,01037331
scl,Escola Anna Nery,es,es; en; pt,21779465
scl,Escola Anna Nery,es,es; en; pt,14148145
scl,Revista Brasileira de Ciências do Esporte,es,es; en; pt,21793255
scl,Revista Brasileira de Ciências do Esporte,es,es; en; pt,01013289
scl,Revista Contabilidade & Finanças,es,es; en; pt,15197077
scl,Revista Contabilidade & Finanças,es,es; en; pt,1808057X
scl,Revista Archai,es,es; en; it; pt,21794960
scl,Revista Archai,es,es; en; it; pt,1984249X
scl,"Hematology, Transfusion and Cell Therapy",es,es; en; pt,25311379
scl,"Hematology, Transfusion and Cell Therapy",es,es; en; pt,25311387
scl,Estudos Avançados,fr,fr; en; pt,18069592
scl,Estudos Avançados,fr,fr; en; pt,01034014
scl,Ciência Florestal,es,es; en; pt,01039954
scl,Ciência Florestal,es,es; en; pt,19805098
scl,Anais Brasileiros de Dermatologia,es,es; en; pt,03650596
scl,Anais Brasileiros de Dermatologia,es,es; en; pt,18064841
scl,Revista Brasileira de Ortopedia,es,es; en; pt,19824378
scl,Revista Brasileira de Ortopedia,es,es; en; pt,01023616
scl,Cerâmica,en,en; pt,03666913
scl,Cerâmica,en,en; pt,16784553
scl,REAd. Revista Eletrônica de Administração (Porto Alegre),es,es; en; pt,19804164
scl,REAd. Revista Eletrônica de Administração (Porto Alegre),es,es; en; pt,14132311
scl,Revista Brasileira de Ciências Sociais,pt,fr; en; pt,18069053
scl,Revista Brasileira de Ciências Sociais,pt,fr; en; pt,01026909
scl,Cadernos Nietzsche,pt,en; pt,14137755
scl,Cadernos Nietzsche,pt,en; pt,23168242
scl,Neotropical Ichthyology,en,en; pt,16796225
scl,Neotropical Ichthyology,en,en; pt,19820224
scl,Revista Latinoamericana de Psicopatologia Fundamental,es,es; fr; en; pt,14154714
scl,Revista Latinoamericana de Psicopatologia Fundamental,es,es; fr; en; pt,19840381
scl,CERNE,es,es; en; pt,01047760
scl,CERNE,es,es; en; pt,23176342
scl,Tempo,es,es; fr; en; pt,1980542X
scl,Tempo,es,es; fr; en; pt,14137704
scl,Trans/Form/Ação,de,de; en; pt,01013173
scl,Trans/Form/Ação,de,de; en; pt,1980539X
scl,REMHU: Revista Interdisciplinar da Mobilidade Humana,es,es; en; it; pt,19808585
scl,REMHU: Revista Interdisciplinar da Mobilidade Humana,es,es; en; it; pt,22379843
scl,Revista do Instituto de Estudos Brasileiros,es,es; en; pt,00203874
scl,Revista do Instituto de Estudos Brasileiros,es,es; en; pt,2316901X
scl,Brazilian Journal of Poultry Science,es,es; en; pt,1516635X
scl,Brazilian Journal of Poultry Science,es,es; en; pt,18069061
scl,Soils and Rocks,es,es; en; pt,26755475
scl,Soils and Rocks,es,es; en; pt,19809743
scl,Brazilian Journal of Otorhinolaryngology,en,en; pt,18088686
scl,Brazilian Journal of Otorhinolaryngology,en,en; pt,18088694
scl,International Archives of Otorhinolaryngology,es,es; en; pt,18094864
scl,International Archives of Otorhinolaryngology,es,es; en; pt,18099777
scl,Acta Amazonica,es,es; en; pt,18094392
scl,Acta Amazonica,es,es; en; pt,00445967
scl,Brazilian Journal of Infectious Diseases,en,en,16784391
scl,Brazilian Journal of Infectious Diseases,en,en,14138670
scl,Religião & Sociedade,es,es; en; pt,19840438
scl,Religião & Sociedade,es,es; en; pt,01008587
scl,Revista Estudos Feministas,es,es; en; pt,0104026X
scl,Revista Estudos Feministas,es,es; en; pt,18069584
scl,Trends in Psychiatry and Psychotherapy,es,es; en; pt,22376089
scl,Trends in Psychiatry and Psychotherapy,es,es; en; pt,22380019
scl,Novos estudos CEBRAP,es,es; en; pt,19805403
scl,Novos estudos CEBRAP,es,es; en; pt,01013300
scl,Tempo Social,fr,fr; en; pt,18094554
scl,Tempo Social,fr,fr; en; pt,01032070
scl,Acta Botanica Brasilica,es,es; en; pt,01023306
scl,Acta Botanica Brasilica,es,es; en; pt,1677941X
scl,Crop Breeding and Applied Biotechnology,en,en,19847033
scl,Crop Breeding and Applied Biotechnology,en,en,15187853
scl,Revista Brasileira de Fruticultura,en,en; pt,18069967
scl,Revista Brasileira de Fruticultura,en,en; pt,01002945
scl,História (São Paulo),es,es; fr; en; it; pt,01019074
scl,História (São Paulo),es,es; fr; en; it; pt,19804369
scl,Psicologia: Ciência e Profissão,es,es; en; pt,19823703
scl,Psicologia: Ciência e Profissão,es,es; en; pt,14149893
scl,Psicologia Escolar e Educacional,es,es; en; pt,21753539
scl,Psicologia Escolar e Educacional,es,es; en; pt,14138557
scl,Revista CEFAC,es,es; en; pt,15161846
scl,Revista CEFAC,es,es; en; pt,19820216
scl,Anuário do Instituto de Geociências,es,en,19823908
scl,Anuário do Instituto de Geociências,es,en,01019759
scl,REM - International Engineering Journal,es,es; en; pt,2448167X
scl,Revista Brasileira de Psicodrama,es,es; en; pt,23180498
scl,Revista Brasileira de Psicodrama,es,es; en; pt,01045393
scl,Biota Neotropica,en,en; pt,16760611
scl,Biota Neotropica,en,en; pt,16760603
scl,Revista Brasileira de Cirurgia Plástica,es,es; en; pt,19835175
scl,Revista Brasileira de Cirurgia Plástica,es,es; en; pt,21771235
scl,Journal of Coloproctology (Rio de Janeiro),es,es; en; pt,22379363
scl,Journal of Coloproctology (Rio de Janeiro),es,es; en; pt,23176423
scl,Dementia & Neuropsychologia,es,es; en; pt,19805764
scl,Autopsy and Case Reports,en,en,22361960
scl,Boletim do Instituto de Pesca,es,es; en,16782305
scl,Boletim do Instituto de Pesca,es,es; en,00469939
scl,Anuário Antropológico,es,es; en; pt,2357738X
scl,Anuário Antropológico,es,es; en; pt,01024302
scl,Machado de Assis em Linha,es,es; en; pt,19836821
scl,Revista Latino-Americana de Enfermagem,es,es; en; pt,15188345
scl,Revista Latino-Americana de Enfermagem,es,es; en; pt,01041169
scl,Floresta e Ambiente,es,es; en; pt,14150980
scl,Floresta e Ambiente,es,es; en; pt,21798087
scl,Critical Care Science,es,es; en; pt,29652774
scl,Alfa: Revista de Linguística (São José do Rio Preto),es,es; en; pt,00025216
scl,Alfa: Revista de Linguística (São José do Rio Preto),es,es; en; pt,19815794
scl,Brazilian Journal of Geology,es,es; en; pt,23174889
scl,Brazilian Journal of Geology,es,es; en; pt,23174692
scl,Paidéia (Ribeirão Preto),de,de; es; fr; en; pt,19824327
scl,Paidéia (Ribeirão Preto),de,de; es; fr; en; pt,0103863X
scl,Revista da Sociedade Brasileira de Medicina Tropical,en,en; pt,16789849
scl,Revista da Sociedade Brasileira de Medicina Tropical,en,en; pt,00378682
scl,Serviço Social & Sociedade,es,es; en; pt,23176318
scl,Serviço Social & Sociedade,es,es; en; pt,01016628
scl,Revista Bioética,es,es; en; pt,19838034
scl,Revista Bioética,es,es; en; pt,19838042
scl,Interações (Campo Grande),es,es; fr; en; pt,1984042X
scl,Interações (Campo Grande),es,es; fr; en; pt,15187012
scl,Soldagem & Inspeção,es,es; en; pt,19806973
scl,Soldagem & Inspeção,es,es; en; pt,01049224
scl,Fruit Crops Science Journal,es,es; en; pt,30858909
scl,Eletrônica de Potência,es,es; pt,14148862
scl,Eletrônica de Potência,es,es; pt,1984557X
scl,Revista de Administração Contemporânea,es,es; en; pt,14156555
scl,Revista de Administração Contemporânea,es,es; en; pt,19827849
scl,Anais da Academia Brasileira de Ciências,es,es; en; pt,00013765
scl,Anais da Academia Brasileira de Ciências,es,es; en; pt,16782690
scl,Revista Brasileira de Economia,en,en; pt,18069134
scl,Revista Brasileira de Economia,en,en; pt,00347140
scl,Educação & Formação (Fortaleza),es,es; en; pt,24483583
scl,Brazilian Journal of Radiation Sciences,es,es; en; pt,23190612
scl,Caderno CRH,es,es; fr; en; pt,01034979
scl,Caderno CRH,es,es; fr; en; pt,19838239
scl,Revista Brasileira de Enfermagem,es,es; en; pt,19840446
scl,Revista Brasileira de Enfermagem,es,es; en; pt,00347167
scl,Estudos de Literatura Brasileira Contemporânea,es,es; en; pt,15180158
scl,Estudos de Literatura Brasileira Contemporânea,es,es; en; pt,23164018
scl,Jornal de Pediatria,es,es; en; pt,00217557
scl,Jornal de Pediatria,es,es; en; pt,16784782
scl,Journal of the Brazilian Chemical Society,en,en; pt,16784790
scl,Journal of the Brazilian Chemical Society,en,en; pt,01035053
scl,Química Nova,en,en,01004042
scl,Química Nova,en,en,16787064
scl,Cadernos Gestão Pública e Cidadania,es,es; en; pt,18062261
scl,Cadernos Gestão Pública e Cidadania,es,es; en; pt,22365710
scl,Cadernos de Saúde Pública,es,es; en; pt,0102311X
scl,Cadernos de Saúde Pública,es,es; en; pt,16784464
scl,Acta Paulista de Enfermagem,es,es; fr; en; pt,01032100
scl,Acta Paulista de Enfermagem,es,es; fr; en; pt,19820194
scl,Mediações,es,es; en; pt,21766665
scl,História da Historiografia,es,es; en; pt,19839928
scl,Revista Brasileira de Atividade Física e Saúde,es,es; en; pt,23171634
scl,Economia e Sociedade,es,es; en; pt,19823533
scl,Economia e Sociedade,es,es; en; pt,01040618
scl,Revista do Colégio Brasileiro de Cirurgiões,en,en; pt,18094546
scl,Revista do Colégio Brasileiro de Cirurgiões,en,en; pt,01006991
scl,Perspectiva Teológica,es,es; en; it; pt,21768757
scl,Perspectiva Teológica,es,es; en; it; pt,01024469
scl,Veredas do Direito,es,es; en; pt,21798699
scl,Veredas do Direito,es,es; en; pt,18063845
scl,Revista de Administração Pública,en,en; pt,00347612
scl,Revista de Administração Pública,en,en; pt,19823134
scl,Cadernos EBAPE.BR,es,es; fr; en; pt,16793951
scl,"Trabalho, Educação e Saúde",es,es; en; pt,16781007
scl,"Trabalho, Educação e Saúde",es,es; en; pt,19817746
scl,Revista Brasileira de História,es,es; en; it; pt,01020188
scl,Revista Brasileira de História,es,es; en; it; pt,18069347
scl,Revista NERA,es,es; en,18066755
scl,Revista de Nutrição,en,en; pt,14155273
scl,Revista de Nutrição,en,en; pt,16789865
scl,Revista de Administração da UFSM,es,es; pt,19834659
scl,Ciência & Educação (Bauru),es,es; en; pt,15167313
scl,Ciência & Educação (Bauru),es,es; en; pt,1980850X
scl,Topoi (Rio de Janeiro),es,es; en; pt,15183319
scl,Topoi (Rio de Janeiro),es,es; en; pt,2237101X
scl,Educação em Revista,es,es; fr; en; pt,19826621
scl,Educação em Revista,es,es; fr; en; pt,01024698
scl,Cadernos Pagu,es,es; en; pt,18094449
scl,Cadernos Pagu,es,es; en; pt,01048333
scl,Revista de Administração de Empresas,es,es; fr; en; pt,00347590
scl,Revista de Administração de Empresas,es,es; fr; en; pt,2178938X
scl,Childhood & Philosophy (Rio de Janeiro),es,es; fr; en; it; pt,19845987
scl,Childhood & Philosophy (Rio de Janeiro),es,es; fr; en; it; pt,25255061
scl,Revista Brasileira de Medicina do Trabalho,es,es; en; pt,16794435
scl,Revista Brasileira de Medicina do Trabalho,es,es; en; pt,24470147
scl,Opus (Associação Nacional de Pesquisa e Pós-Graduação em Música),en,es; en; pt,15177017
scl,Opus (Associação Nacional de Pesquisa e Pós-Graduação em Música),en,es; en; pt,01037412
scl,"Sexualidad, Salud y Sociedad (Rio de Janeiro)",es,es; en; pt,19846487
scl,Revista Brasileira de Epidemiologia,es,es; en; pt,1415790X
scl,Revista Brasileira de Epidemiologia,es,es; en; pt,19805497
scl,Papéis Avulsos de Zoologia,es,es; en; pt,00311049
scl,Papéis Avulsos de Zoologia,es,es; en; pt,18070205
scl,Brazilian Dental Science,es,es; en; pt,21786011
scl,Revista Brasileira de Estudos Pedagógicos,es,es; en; pt,21766681
scl,Revista Brasileira de Estudos Pedagógicos,es,es; en; pt,00347183
scl,Revista Brasileira de Ensino de Física,es,es; en; pt,18061117
scl,Revista Brasileira de Ensino de Física,es,es; en; pt,18069126
scl,Revista Brasileira de Direito Processual Penal,es,es; en; pt,2525510X
scl,Revista Brasileira de Direito Processual Penal,es,es; en; pt,23593881
scl,Jornal Brasileiro de Pneumologia,es,es; en; pt,18063756
scl,Jornal Brasileiro de Pneumologia,es,es; en; pt,18063713
scl,GEOUSP,es,es; fr; en; pt,21790892
scl,Sequência (Florianópolis),es,es; en; pt,21777055
scl,Sequência (Florianópolis),es,es; en; pt,01019562
scl,ABC Imagem Cardiovascular,es,es; en; pt,2675312X
scl,ABC Imagem Cardiovascular,es,es; en; pt,23188219
scl,Revista de Odontologia da UNESP,es,es; en; pt,18072577
scl,Revista de Odontologia da UNESP,es,es; en; pt,01011774
scl,Em Questão,es,es; pt,18085245
scl,Em Questão,es,es; pt,18078893
scl,Respiratory Research & Clinical Practice,es,es; en; pt,30863910
spa,Bulletin of the World Health Organization,en,,00429686
spa,Annali dell'Istituto Superiore di Sanità,en,,00212571
spa,Revista de Saúde Pública,en,,15188787
spa,Revista de Saúde Pública,en,,00348910
spa,Revista Cubana de Salud Pública,es,,15613127
spa,Revista Cubana de Salud Pública,es,,08643466
spa,Cadernos de Saúde Pública,en,,16784464
spa,Cadernos de Saúde Pública,en,,0102311X
spa,Ciência & Saúde Coletiva,en,,14138123
spa,Ciência & Saúde Coletiva,en,,16784561
spa,Revista Panamericana de Salud Pública,en,,10204989
spa,Revista Panamericana de Salud Pública,en,,16805348
spa,"Interface - Comunicação, Saúde, Educação",en,,18075762
spa,"Interface - Comunicação, Saúde, Educação",en,,14143283
spa,Saúde e Sociedade,en,,19840470
spa,Saúde e Sociedade,en,,01041290
spa,MEDICC Review,en,,15557960
spa,MEDICC Review,en,,15273172
spa,Revista de Salud Pública,en,,01240064
spa,Salud Pública de México,en,,00363634
spa,Salud Colectiva,en,,18518265
spa,Salud Colectiva,en,,16692381
spa,Physis: Revista de Saúde Coletiva,en,,01037331
spa,Physis: Revista de Saúde Coletiva,en,,18094481
spa,Revista Española de Salud Pública,en,,21739110
spa,Revista Española de Salud Pública,en,,11355727
spa,Epidemiologia e Serviços de Saúde,en,,22379622
spa,Epidemiologia e Serviços de Saúde,en,,16794974
spa,Revista Peruana de Medicina Experimental y Salud Pública,en,,17264634
spa,Revista Peruana de Medicina Experimental y Salud Pública,en,,17264642
spa,Saúde em Debate,en,,23582898
spa,Saúde em Debate,en,,01031104
spa,Gaceta Sanitaria,es,,02139111
spa,Revista Brasileira de Epidemiologia,en,,1415790X
sss,Estudos Sociedade e Agricultura,en,es; fr; en; pt,14130580
sss,Kriterion: Revista de Filosofia,en,es; en; pt,0100512X
sss,Religião & Sociedade,en,es; en; pt,01008587
sss,Novos Estudos - CEBRAP,en,es; en; pt,01013300
sss,Estudos Feministas,en,es; en; pt,0104026X
sss,Cadernos Pagu,es,es; en; pt,01048333
sss,Mana,en,es; en; pt,01049313
sss,Innovar : Revista de Ciencias Administrativas y Sociales,en,es; en,01215051
sss,Cuadernos de Economía,es,es; fr; en,01214772
sss,Opción (Maracaibo),es,es; en,10121587
sss,Ambiente & sociedade,en,es; en; pt,18094422
sss,Ambiente & sociedade,en,es; en; pt,1414753X
sss,História (São Paulo),en,es; en; pt,19804369
sss,História (São Paulo),en,es; en; pt,01019074
sss,Tempo Social,en,es; fr; en; pt,01032070
sss,Revista de Sociologia e Política,en,es; fr; en; pt,01044478
sss,Revista de Economía Institucional,es,es; en,01245996
sss,Sociedad (Buenos Aires),en,es; en; pt,03277712
sss,Revista Fuerzas Armadas y Sociedad,en,es; en,07171498
sss,Desarrollo Económico (Buenos Aires),en,es; en; pt,0046001X
sss,Revista Brasileira de Ciências Sociais,en,fr; en; pt,01026909
sss,Horizontes Antropológicos,es,es; en,01047183
sss,Historia (Santiago),en,es; en; pt,07177194
sss,Cuadernos del CLAEH,es,es; en,07976062
sss,Relaciones Internacionales,en,es; en,15153371
sss,Sociologias,en,es; en; pt,15174522
sss,Topoi: Revista de História,es,es; en; pt,15183319
sss,Revista Uruguaya de Ciencia Política,es,es; en,07979789
sss,Teoria & Sociedade,en,es; en; pt,15184471
sss,T'inkazos,en,es; en,19907451
sss,Sur - Revista Internacional de Direitos Humanos,en,es; en; pt,18066445
sss,Revista de Humanidades y Ciencias Sociales (Santa Cruz de la Sierra),en,es; en,18190545
sss,Brazilian Political Science Review (Online),en,en; pt,19813821
sss,"Interface - Comunicação, Saúde, Educação",en,es; en; pt,14143283
sss,Dados,en,es; en; pt,00115258
sza,African Natural History,en,,18168396
sza,African Natural History,en,,23057963
sza,African Journal of Primary Health Care & Family Medicine,en,,20712928
sza,African Journal of Primary Health Care & Family Medicine,en,,20712936
sza,Onderstepoort Journal of Veterinary Research,en,,00302465
sza,Onderstepoort Journal of Veterinary Research,en,,22190635
sza,Koedoe,en,,20710771
sza,Koedoe,en,,00756458
sza,Curationis,en,,22236279
sza,Curationis,en,,03798577
sza,In die Skriflig,en,,23050853
sza,In die Skriflig,en,,10186441
sza,Literator (Potchefstroom. Online),af,,22198237
sza,Literator (Potchefstroom. Online),af,,02582279
sza,SA Journal of Industrial Psychology,en,,20710763
sza,SA Journal of Industrial Psychology,en,,02585200
sza,SA Journal of Radiology,en,,20786778
sza,SA Journal of Radiology,en,,1027202X
sza,Southern African Journal of HIV Medicine,en,,20786751
sza,Southern African Journal of HIV Medicine,en,,16089693
sza,Verbum et Ecclesia,en,,20747705
sza,Verbum et Ecclesia,en,,16099982
sza,South African Journal of Communication Disorders,en,,03798046
sza,South African Journal of Communication Disorders,en,,22254765
sza,South African Journal of Enology and Viticulture,en,,0253939X
sza,South African Journal of Enology and Viticulture,en,,22247904
sza,South African Journal of Psychiatry,en,,20786786
sza,South African Journal of Psychiatry,en,,16089685
sza,Lexikos,af,,22240039
sza,Lexikos,af,,16844904
sza,Stellenbosch Papers in Linguistics Plus (SPiL Plus),af,,1726541X
sza,Stellenbosch Papers in Linguistics Plus (SPiL Plus),af,,22243380
sza,African Journal of Disability (Online),en,,22267220
sza,African Journal of Disability (Online),en,,22239170
sza,Health SA Gesondheid (Online),en,,10259848
sza,Health SA Gesondheid (Online),en,,20719736
sza,Koers,af,,0023270X
sza,Koers,af,,23048557
sza,South African Journal of Sports Medicine,af,,10155163
sza,South African Journal of Sports Medicine,af,,2078516X
sza,South African Journal of Information Management,en,,1560683X
sza,South African Journal of Information Management,en,,20781865
sza,Water SA,en,,03784738
sza,Water SA,en,,18167950
sza,Acta Theologica,en,,23099089
sza,Acta Theologica,en,,10158758
sza,South African Dental Journal,en,,03751562
sza,South African Dental Journal,en,,00118516
sza,Fundamina,en,,24117870
sza,Fundamina,en,,1021545X
sza,SAIEE Africa Research Journal,en,,00382221
sza,SAIEE Africa Research Journal,en,,19911696
sza,South African Journal of Childhood Education,en,,22237674
sza,South African Journal of Childhood Education,en,,22237682
